SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,CNT_FAM_MEMBERS,DAYS_BIRTH,NAME_INCOME_TYPE,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,NAME_TYPE_SUITE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,TARGET
5534,F,Y,Y,0,2,-11652,Commercial associate,-514,58207261,297494526,17871932,288284873,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,nan,XNA,-5269,-5307,7.6622553114888685,1,1,1,1,0,1,0.07010440180347766,1,FRIDAY,"Spouse, partner",reg oper account,block of flats,Wooden,No,0
5535,M,Y,Y,0,2,-18661,State servant,-5377,40304849,132175908,21317093,119682914,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Self-employed,-2875,-5776,8.237050955393732,1,1,0,1,1,0,0.03724514487071786,2,THURSDAY,Unaccompanied,reg oper spec account,block of flats,nan,No,0
5536,M,N,Y,0,1,-11178,Commercial associate,-2100,37709740,247009966,251717866,258310963,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Trade: type 7,-6299,-2445,,1,1,1,1,0,1,0.011306123637330212,2,MONDAY,Unaccompanied,nan,terraced house,nan,nan,1
5537,M,Y,Y,2,3,-16765,Working,-1421,19327715,16301988,2629155,16299215,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Other,-7313,-4041,5.82282883207089,1,1,0,1,0,1,0.023296365426991386,1,SUNDAY,Unaccompanied,org spec account,nan,Block,Yes,0
5538,F,N,Y,0,2,-18289,Working,-7463,29639421,127835549,15169354,132745452,Higher education,Married,Municipal apartment,Cash loans,Sales staff,Trade: type 7,-8161,-2560,,1,0,0,1,0,1,0.020774273200177575,2,SATURDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
5539,F,N,Y,0,2,-7670,Commercial associate,-741,29567304,50367084,3505305,51565812,Secondary / secondary special,Separated,House / apartment,Revolving loans,Managers,Industry: type 9,-7037,-5779,,1,1,0,1,1,1,0.02911750048828713,2,MONDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
5540,M,N,Y,0,2,-12829,Working,-595,22870255,162015740,35368188,173492178,Higher education,Single / not married,House / apartment,Cash loans,Cooking staff,Business Entity Type 3,-1979,-5114,,1,1,1,1,0,1,0.0794706513108292,2,SATURDAY,Unaccompanied,reg oper account,terraced house,"Stone, brick",No,0
5541,M,N,Y,0,2,-18182,State servant,-757,61935881,82277352,42655266,88495515,Higher education,Married,House / apartment,Cash loans,Managers,XNA,-4551,-1535,,1,0,1,1,0,1,0.028623009295790005,2,SUNDAY,Unaccompanied,org spec account,block of flats,Panel,No,0
5542,F,Y,Y,0,1,-13965,Pensioner,365243,39024428,214400054,111151991,216948932,Higher education,Married,House / apartment,Cash loans,Laborers,Medicine,-2111,-1625,11.977365832983347,1,1,0,1,0,0,0.027454129425418007,2,FRIDAY,"Spouse, partner",nan,specific housing,Block,No,1
5543,F,Y,Y,0,2,-12838,Working,-750,31715154,66095384,4599919,65595360,Higher education,Married,House / apartment,Cash loans,Cooking staff,Government,-63,-3491,0.3636841278107869,1,1,0,1,0,1,0.0236820831277242,2,SUNDAY,Unaccompanied,reg oper account,block of flats,Panel,nan,0
5544,F,N,Y,2,4,-18252,Pensioner,365243,29448043,69047395,4805364,75829194,Higher education,Single / not married,House / apartment,Cash loans,Cooking staff,Trade: type 7,-8223,-1217,,1,1,1,1,1,1,0.0699253521803322,2,MONDAY,Family,reg oper account,block of flats,"Stone, brick",Yes,0
5545,F,N,Y,1,2,-19448,State servant,-1887,153227420,1003904325,352997814,942265637,Secondary / secondary special,Married,House / apartment,Cash loans,Cleaning staff,Trade: type 7,-8238,-1233,,1,1,1,1,0,1,0.022882773568565308,2,SUNDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
5546,M,N,Y,1,2,-11636,Working,-460,21929828,38504121,4569016,39577649,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Drivers,School,-6503,-2270,,1,1,0,1,0,0,0.05852140090010019,1,TUESDAY,Unaccompanied,reg oper account,block of flats,Mixed,No,1
5547,M,N,Y,4,6,-22355,Working,-7,13625532,13615423,2972259,13942269,Higher education,Separated,House / apartment,Cash loans,Core staff,Trade: type 7,-5939,-3481,,1,1,1,1,0,1,0.06842483334309667,2,SUNDAY,Unaccompanied,reg oper account,nan,Block,No,0
5548,M,Y,N,1,3,-7670,Working,-405,59854683,210618537,33968180,229865156,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Low-skill Laborers,Business Entity Type 3,-3830,-1945,5.938947925729776,1,1,0,1,0,0,0.05678773096677057,2,THURSDAY,Unaccompanied,org spec account,terraced house,"Stone, brick",No,1
5549,M,Y,N,3,4,-8004,Working,-3123,23382296,45745850,23716142,42033890,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Trade: type 7,-6147,-6228,4.065828439944822,1,1,0,1,0,0,0.09427616887288731,1,WEDNESDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
5550,M,N,Y,0,2,-12618,State servant,-5145,31757676,35223957,2451417,38377905,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Sales staff,Self-employed,-6373,-1353,,1,1,1,1,1,0,0.011221587301575143,2,SUNDAY,Unaccompanied,org spec account,nan,Block,No,0
5551,M,N,Y,1,2,-13143,Working,-1980,39097952,171765910,37496659,180839564,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Government,-8322,-2311,,1,0,0,1,0,0,0.08195307362264671,2,TUESDAY,Unaccompanied,reg oper account,terraced house,Panel,No,1
5552,M,Y,Y,0,2,-13344,Working,-678,76380259,319800040,37948445,296077095,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-8557,-2658,36.9688751613487,1,1,0,1,1,1,0.05241373254935712,2,THURSDAY,Children,org spec account,block of flats,"Stone, brick",No,0
5553,F,Y,N,1,2,-12267,Working,-1047,39285823,143215244,23097497,134487426,Secondary / secondary special,Married,With parents,Revolving loans,Core staff,School,-4523,-6158,3.46490124011594,1,0,0,1,0,1,0.023212443398052087,2,SUNDAY,Unaccompanied,reg oper account,block of flats,Panel,nan,1
5554,F,Y,N,1,3,-11429,Working,-395,10181208,50739052,4352695,48460132,Higher education,Married,House / apartment,Cash loans,nan,Government,-3506,-3356,10.523756539630554,1,1,0,1,0,0,0.03664641129955276,2,SUNDAY,Unaccompanied,nan,nan,"Stone, brick",No,0
5555,F,Y,Y,0,2,-13644,Commercial associate,-3884,58530567,39391208,6352943,40786459,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Self-employed,-5977,-3398,5.438900951925168,1,1,0,1,0,1,0.0884724965242531,1,SATURDAY,Family,reg oper account,block of flats,Panel,No,0
5556,F,N,N,2,4,-12024,Commercial associate,-2000,54246581,97815287,21353169,102676967,Higher education,Married,House / apartment,Revolving loans,Managers,Self-employed,-7353,-4872,,1,1,0,1,1,0,0.06618098111134973,2,SUNDAY,Unaccompanied,nan,nan,"Stone, brick",No,0
5557,M,N,Y,1,3,-17598,Commercial associate,-161,28175948,116804857,25498610,122343391,Secondary / secondary special,Single / not married,House / apartment,Cash loans,nan,Business Entity Type 3,-7545,-2304,,1,1,1,1,0,0,0.03723209932287093,1,SATURDAY,Unaccompanied,org spec account,nan,"Stone, brick",No,0
5558,F,N,Y,0,2,-14744,Working,-834,13077404,99457667,11801949,102492076,Secondary / secondary special,Married,With parents,Cash loans,Laborers,Self-employed,-764,-3291,,1,1,0,1,0,0,0.02597428589381602,2,SUNDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",No,0
5559,M,N,N,1,2,-13640,Pensioner,365243,17323798,69686633,24503559,64586925,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Industry: type 9,-7824,-6354,,1,1,0,1,0,0,0.09595559472507109,2,SATURDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
5560,F,N,Y,2,3,-14293,State servant,-2915,10943212,92513852,10977975,84056672,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Self-employed,-127,-6750,,1,1,0,1,0,0,0.06730130846770653,2,TUESDAY,Family,nan,nan,"Stone, brick",nan,1
5561,M,N,N,0,2,-19493,Working,-4624,12431048,24008321,2848900,22939003,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,Managers,Medicine,-5310,-969,,1,1,0,1,0,1,0.097781652068894,2,THURSDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",No,0
5562,F,Y,Y,0,2,-12491,Working,-259,16145584,32786567,33411464,33446115,Higher education,Married,House / apartment,Revolving loans,Sales staff,Industry: type 9,-7223,-5248,2.2961044657974394,1,1,0,1,1,0,0.037814718469978054,2,SATURDAY,Unaccompanied,org spec account,block of flats,nan,nan,0
5563,M,N,Y,2,4,-9028,Working,-3285,17127397,42238097,3623433,40997597,Secondary / secondary special,Married,Municipal apartment,Cash loans,Security staff,XNA,-438,-2428,,1,1,0,1,0,0,0.016011409571748847,2,FRIDAY,Unaccompanied,reg oper account,nan,Panel,No,0
5564,M,Y,Y,4,5,-10326,Working,-124,61543512,191253812,30845071,204634679,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Medicine,-4348,-626,13.486944514353333,1,1,0,1,0,0,0.062338128256914316,3,THURSDAY,Unaccompanied,org spec account,terraced house,Panel,No,0
5565,F,Y,Y,0,2,-13588,Commercial associate,-502,43125811,34607342,2408503,36829946,Secondary / secondary special,Married,House / apartment,Cash loans,Private service staff,Medicine,-262,-4264,1.96589152762839,1,1,0,1,1,1,0.01756571212269773,3,MONDAY,Unaccompanied,nan,specific housing,Panel,No,0
5566,M,Y,Y,3,4,-16720,Pensioner,365243,26857529,87681836,89353013,82735400,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Cleaning staff,Industry: type 9,-4277,-6384,10.756880946258855,1,1,1,1,1,1,0.020612151336659824,2,THURSDAY,Unaccompanied,nan,nan,Panel,No,1
5567,F,N,Y,0,2,-18466,Working,-120,41144929,132909411,11401754,137138151,Secondary / secondary special,Separated,House / apartment,Cash loans,Drivers,Business Entity Type 3,-249,-5178,,1,1,0,1,0,1,0.01700583268492444,2,MONDAY,Unaccompanied,reg oper spec account,block of flats,"Stone, brick",nan,1
5568,F,Y,Y,3,4,-21835,Working,-60,14426078,29332043,3480629,31269678,Incomplete higher,Single / not married,House / apartment,Cash loans,Accountants,XNA,-8014,-4226,10.650880882974462,1,1,0,1,0,1,0.034632052296895026,2,THURSDAY,Unaccompanied,reg oper account,block of flats,Mixed,nan,1
5569,F,Y,Y,1,3,-17849,Working,-288,25894891,46479519,5515401,50198142,Higher education,Separated,Municipal apartment,Cash loans,High skill tech staff,Self-employed,-825,-5607,1.0640255418439124,1,0,0,1,1,1,0.029484123839420773,2,MONDAY,Unaccompanied,org spec account,specific housing,Panel,nan,0
5570,F,N,N,3,4,-10740,Working,-3820,31668016,130648226,21070711,128752610,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Core staff,Other,-6604,-1649,,1,1,0,1,0,0,0.018436890114797776,1,SATURDAY,Family,nan,nan,"Stone, brick",No,1
5571,F,N,Y,2,4,-13719,State servant,-609,40236545,214033618,34518958,231469596,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Medicine,-3412,-1158,,1,1,0,1,0,0,0.04984068961175158,2,SATURDAY,Unaccompanied,nan,block of flats,Panel,No,1
5572,M,N,Y,0,2,-7670,Commercial associate,-1193,62929791,234521969,20118679,245814481,Secondary / secondary special,Civil marriage,Office apartment,Cash loans,nan,Other,-2708,-2668,,1,1,0,1,1,0,0.014328150060785095,2,FRIDAY,Unaccompanied,org spec account,block of flats,Panel,nan,1
5573,F,N,Y,0,2,-13244,Working,-1219,63262366,235427615,14143273,225849542,Higher education,Single / not married,House / apartment,Cash loans,nan,Government,-1317,-6150,,1,1,1,1,0,1,0.058628218268079346,2,SUNDAY,Children,nan,block of flats,Block,No,0
5574,F,Y,Y,1,3,-11957,Working,-9774,45337649,146187591,31912888,141552041,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-2563,-3844,7.251849042918336,1,1,0,1,0,1,0.09089556533339738,2,TUESDAY,Unaccompanied,nan,block of flats,"Stone, brick",Yes,1
5575,F,Y,Y,0,1,-7670,Pensioner,365243,62703563,210745558,33988665,195525701,Higher education,Married,House / apartment,Cash loans,Cleaning staff,Medicine,-3914,-1493,8.912583291953837,1,1,0,1,0,1,0.045995671090817425,1,FRIDAY,Unaccompanied,nan,nan,nan,No,1
5576,M,N,Y,1,3,-23847,Working,-562,47245458,270398800,95078966,263862952,Secondary / secondary special,Single / not married,House / apartment,Cash loans,High skill tech staff,Self-employed,-7006,-5369,,1,1,0,1,0,1,0.07891031319108112,2,FRIDAY,Unaccompanied,reg oper account,nan,Panel,No,1
5577,F,N,Y,4,6,-12953,Pensioner,365243,15811737,158117370,34517170,153820435,Secondary / secondary special,Separated,House / apartment,Cash loans,Accountants,Other,-5028,-4103,,1,0,0,1,1,1,0.044669510264281315,2,TUESDAY,Unaccompanied,org spec account,block of flats,Block,No,1
5578,F,N,Y,0,1,-7670,Working,-1639,78468023,784680230,275913151,804189079,Higher education,Married,House / apartment,Cash loans,Sales staff,Medicine,-3125,-1039,,1,1,0,1,0,1,0.010874822242088224,2,SATURDAY,Unaccompanied,reg oper account,terraced house,Block,nan,0
5579,F,N,Y,1,3,-13408,Working,-624,17470367,24374798,24839370,23433099,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Drivers,Other,-4866,-1223,,1,1,0,1,0,1,0.06178046784215646,2,THURSDAY,"Spouse, partner",org spec account,block of flats,Block,No,1
5580,M,N,N,0,2,-21845,Commercial associate,-619,65044788,39894845,4734043,39263901,Incomplete higher,Single / not married,House / apartment,Cash loans,Drivers,Business Entity Type 3,-3121,-3406,,1,0,0,1,0,0,0.009007197928744893,2,MONDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
5581,M,N,Y,1,3,-22968,Working,-164,33186998,168425616,36767470,156013700,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Security staff,Business Entity Type 3,-2512,-1837,,1,1,0,1,1,1,0.06143950979074192,2,FRIDAY,Unaccompanied,nan,block of flats,Block,nan,1
5582,M,N,N,0,2,-14865,Working,-1486,21700706,73290274,6287272,76680805,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,School,-6015,-5866,,1,1,0,1,0,1,0.03991997468207989,1,SATURDAY,Unaccompanied,reg oper account,block of flats,Block,No,0
5583,F,Y,Y,0,2,-15032,Working,-2348,41174466,130280950,28440453,118313993,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Trade: type 7,-8113,-5856,2.66882039364532,1,1,1,1,0,1,0.03682357824900562,2,FRIDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,1
5584,F,N,Y,3,4,-19981,Working,-1175,30598673,137785005,11820011,144633775,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Trade: type 7,-3412,-2700,,1,1,1,1,0,0,0.07633305843517219,2,TUESDAY,Unaccompanied,reg oper account,block of flats,Panel,Yes,1
5585,M,Y,Y,2,4,-13950,Commercial associate,-3940,15598286,42591098,9297676,39848916,Higher education,Married,House / apartment,Cash loans,nan,Self-employed,-5576,-6486,22.034118198448738,1,1,0,1,1,1,0.027656497167106053,2,THURSDAY,Unaccompanied,nan,block of flats,Block,No,0
5586,M,Y,N,2,3,-16627,Working,-1208,40559252,36859216,3162001,40405222,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Accountants,Business Entity Type 3,-7050,-6083,6.568449746720795,1,1,0,1,1,0,0.09360290978779479,2,FRIDAY,Unaccompanied,nan,block of flats,"Stone, brick",nan,0
5587,M,Y,Y,2,4,-18289,Commercial associate,-776,25413910,33845794,2903492,37154767,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,High skill tech staff,Industry: type 9,-2107,-6590,0.3624236008246744,1,1,0,1,0,1,0.06381597424978966,2,MONDAY,Unaccompanied,nan,block of flats,Panel,No,1
5588,M,N,Y,1,3,-9894,Working,-527,39084850,54662826,11932946,60062715,Incomplete higher,Single / not married,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-6216,-3805,,1,1,1,1,1,0,0.057516824215578105,2,WEDNESDAY,Children,nan,block of flats,"Stone, brick",nan,0
5589,F,Y,Y,2,4,-21345,Pensioner,365243,20188742,114258253,7951822,103130359,Secondary / secondary special,Single / not married,House / apartment,Cash loans,nan,School,-4499,-5759,8.322936718827119,1,1,0,1,1,1,0.08510139735942485,2,FRIDAY,Family,org spec account,block of flats,Block,No,0
5590,F,Y,Y,0,2,-10754,Working,-694,47019453,470194530,165332131,443576966,Higher education,Civil marriage,House / apartment,Cash loans,Security staff,Industry: type 9,-2737,-4235,9.714577941128335,1,1,1,1,0,1,0.06508893913440915,2,FRIDAY,Unaccompanied,org spec account,terraced house,Mixed,No,1
5591,M,N,N,0,2,-11832,Working,-8811,9288631,21177470,4623061,21404263,Incomplete higher,Married,House / apartment,Cash loans,Security staff,Industry: type 9,-4653,-4469,,1,1,0,1,0,0,0.0023055685677166207,2,MONDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,1
5592,F,N,N,0,2,-15047,Working,-817,20039501,200395010,43746418,209773996,Secondary / secondary special,Married,Office apartment,Cash loans,Managers,Medicine,-3314,-2399,,1,0,0,1,1,1,0.02686065853243147,2,SUNDAY,Unaccompanied,reg oper spec account,nan,nan,No,1
5593,M,N,N,0,2,-18728,Working,-1357,38733775,28207298,3347163,29988400,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Drivers,Trade: type 7,-826,-3831,,1,1,0,1,0,0,0.037947283177233705,3,TUESDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",nan,0
5594,F,N,Y,0,1,-17579,Working,-586,204801904,452986368,98887349,419956954,Secondary / secondary special,Civil marriage,With parents,Cash loans,Private service staff,School,-2595,-6679,,1,0,0,1,1,0,0.09044607881126956,2,SUNDAY,Other_B,org spec account,block of flats,"Stone, brick",No,1
5595,M,Y,N,0,1,-14393,Working,-282,39469903,151740465,78667213,162536844,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Medicine,-2055,-3651,3.974934743579285,1,1,0,1,0,1,0.06729086267072895,2,WEDNESDAY,Unaccompanied,nan,block of flats,Block,No,1
5596,M,Y,Y,1,3,-15855,Unemployed,365243,11155512,5577756,5684065,5799715,Secondary / secondary special,Single / not married,Municipal apartment,Cash loans,nan,Other,-7195,-25,0.5071300613881093,1,1,0,1,0,1,0.019434572965062482,2,THURSDAY,Unaccompanied,reg oper account,block of flats,Wooden,No,1
5597,M,Y,Y,0,2,-19314,Commercial associate,-1438,79717260,797172600,68386172,763666853,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Managers,Industry: type 9,-5142,-4135,5.920977835595055,1,1,0,1,1,1,0.08889972801247499,2,TUESDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
5598,F,N,N,2,4,-14646,Working,-128,25503127,48678941,7850852,43892594,Secondary / secondary special,Civil marriage,Office apartment,Revolving loans,Core staff,Government,-1826,-3069,,1,1,0,1,0,0,0.05631201785033177,3,SUNDAY,Unaccompanied,nan,block of flats,Panel,No,1
5599,F,N,Y,1,3,-11050,Working,-3915,47077836,160571897,56461086,173843397,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,Drivers,Medicine,-5259,-6672,,1,0,0,1,0,1,0.01930361590133749,1,FRIDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
5600,F,Y,Y,3,5,-11967,Pensioner,365243,22479785,106822995,7434364,100375248,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Medicine,-6297,-2052,1.5996980741209323,1,0,0,1,0,1,0.07265844238376974,2,MONDAY,Unaccompanied,org spec account,nan,"Stone, brick",No,1
5601,M,Y,Y,0,2,-18595,Pensioner,365243,41455382,38543493,4573688,37499212,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Other,-5749,-3107,5.875137034918254,1,1,0,1,0,1,0.004359144142489124,2,FRIDAY,Unaccompanied,reg oper account,nan,Block,No,0
5602,M,N,Y,2,3,-11054,State servant,-2759,64815172,648151720,76911654,693538912,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,XNA,-7598,-5469,,1,1,0,1,0,0,0.05157484376532887,2,SUNDAY,Unaccompanied,nan,terraced house,Wooden,No,1
5603,M,N,Y,2,4,-7738,Pensioner,365243,16344958,60392816,13183808,62364853,Secondary / secondary special,Widow,House / apartment,Cash loans,Managers,Government,-6923,-6928,,1,1,0,1,0,1,0.018633020787791766,2,THURSDAY,Family,nan,terraced house,nan,No,1
5604,F,N,Y,4,5,-13276,Working,-1172,14746531,37283110,4424127,34543209,Secondary / secondary special,Married,Municipal apartment,Cash loans,Medicine staff,Industry: type 9,-6895,-2149,,1,1,1,1,0,1,0.07671728413080972,3,SUNDAY,Family,org spec account,block of flats,Panel,No,0
5605,M,Y,N,0,2,-14279,Working,-1453,19119798,26099521,4209283,28601434,Secondary / secondary special,Civil marriage,Municipal apartment,Cash loans,Laborers,Trade: type 7,-763,-2842,14.72672616573843,1,1,1,1,0,0,0.008404579278839752,1,FRIDAY,Family,org spec account,block of flats,"Stone, brick",No,1
5606,F,Y,N,0,1,-18381,Commercial associate,-2725,56398877,220573508,26173923,212606247,Secondary / secondary special,Married,House / apartment,Cash loans,nan,XNA,-5559,-6503,1.912745138098317,1,0,0,1,1,1,0.08263631964166769,2,WEDNESDAY,"Spouse, partner",nan,nan,Wooden,No,1
5607,F,N,N,0,2,-8220,Commercial associate,-844,45765844,43068609,9401917,43884901,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,High skill tech staff,Business Entity Type 3,-5871,-6057,,1,1,0,1,0,1,0.059313558541669004,2,SATURDAY,Unaccompanied,nan,block of flats,Panel,nan,1
5608,F,N,Y,0,1,-16128,Working,-3526,36914874,137000635,22095216,140511462,Secondary / secondary special,Married,With parents,Cash loans,High skill tech staff,Industry: type 9,-7286,-185,,1,1,0,1,1,0,0.06860605095319221,2,MONDAY,Unaccompanied,reg oper account,nan,Panel,No,1
5609,M,N,N,1,2,-19655,Working,-2184,42297971,422979710,431041516,428702482,Secondary / secondary special,Widow,House / apartment,Cash loans,Security staff,Government,-8731,-3007,,1,1,0,1,0,1,0.09073982303984306,2,WEDNESDAY,Unaccompanied,nan,nan,nan,nan,1
5610,M,N,N,2,4,-11027,State servant,-2692,26662417,224851910,79063543,228425782,Higher education,Married,With parents,Cash loans,Core staff,Other,-2701,-2888,,1,1,0,1,0,0,0.04169535941613989,1,MONDAY,Unaccompanied,nan,block of flats,Panel,No,1
5611,M,N,Y,0,1,-14967,State servant,-6348,40931061,87134467,7474909,82648900,Higher education,Civil marriage,House / apartment,Cash loans,Core staff,XNA,-3296,-1439,,1,1,0,1,0,1,0.019301945491921713,2,WEDNESDAY,Unaccompanied,nan,block of flats,Block,Yes,0
5612,F,N,Y,0,2,-7670,Working,-3401,36098254,95925549,11382817,104750513,Higher education,Married,Rented apartment,Cash loans,Sales staff,Self-employed,-8244,-3465,,1,1,1,1,1,0,0.09144152048052623,2,TUESDAY,Unaccompanied,reg oper account,block of flats,Block,No,0
5613,F,Y,Y,0,2,-18437,Working,-777,15327006,78471400,6731740,78276785,Incomplete higher,Married,House / apartment,Cash loans,nan,Self-employed,-5464,-4032,1.1191508861690072,1,1,0,1,1,1,0.04296050379487109,2,MONDAY,Unaccompanied,reg oper spec account,block of flats,Panel,nan,0
5614,M,N,Y,0,2,-18097,Pensioner,365243,15095241,129024099,20808775,119743021,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Other,-6360,-2367,,1,1,0,1,1,1,0.015732257593571598,1,MONDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
5615,M,N,Y,3,5,-14522,Working,-3706,45929206,459292060,100263888,491399540,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Laborers,School,-2708,-782,,1,0,1,1,1,1,0.05880479972158871,1,SATURDAY,Children,reg oper account,block of flats,"Stone, brick",No,1
5616,F,Y,Y,3,5,-8792,Pensioner,365243,33142084,331420840,28431236,308030599,Higher education,Married,House / apartment,Revolving loans,Core staff,Business Entity Type 3,-7796,-6926,1.4209329744302936,1,1,0,1,0,0,0.0006994921766533269,3,FRIDAY,Unaccompanied,org spec account,specific housing,Wooden,No,1
5617,F,N,Y,0,1,-17532,Working,-2096,22366784,35205583,35876585,37758066,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Laborers,Medicine,-1239,-3858,,1,1,0,1,0,1,0.038800059951019296,2,FRIDAY,Unaccompanied,reg oper account,terraced house,nan,No,1
5618,M,N,Y,0,2,-13536,Commercial associate,-345,63705199,386362297,45846925,391009583,Lower secondary,Married,House / apartment,Cash loans,Laborers,Medicine,-6391,-6555,,1,1,0,1,0,0,0.028804802064462023,2,TUESDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
5619,F,N,Y,3,5,-7670,Working,-3090,25117791,27572992,4446922,25057809,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Industry: type 9,-4970,-2155,,1,1,0,1,1,1,0.0459928406350422,2,SATURDAY,Unaccompanied,reg oper account,nan,Panel,No,1
5620,M,N,N,0,1,-18020,Pensioner,365243,12858022,29470214,30031903,27246410,Higher education,Separated,House / apartment,Revolving loans,Laborers,Medicine,-5175,-234,,1,1,1,1,0,1,0.011459484169169821,2,MONDAY,Unaccompanied,reg oper account,terraced house,nan,No,0
5621,M,N,N,1,2,-19710,Working,-4012,114245875,148254527,32364102,161405195,Higher education,Married,House / apartment,Cash loans,nan,Other,-153,-1328,,1,1,0,1,0,0,0.059829639852145844,2,SATURDAY,Unaccompanied,org spec account,terraced house,nan,No,1
5622,F,N,Y,3,5,-20480,Commercial associate,-2261,36802623,48568166,7832986,44954108,Lower secondary,Civil marriage,House / apartment,Cash loans,Cooking staff,Trade: type 7,-4029,-5922,,1,1,0,1,0,1,0.05972403381142083,2,WEDNESDAY,Unaccompanied,org spec account,block of flats,Mixed,nan,0
5623,F,N,Y,1,3,-9012,Commercial associate,-3825,19486083,78514143,80010587,79875788,Lower secondary,Separated,House / apartment,Cash loans,nan,Medicine,-7312,-1869,,1,0,0,1,1,1,0.07736755241677579,2,FRIDAY,Unaccompanied,nan,block of flats,nan,No,1
5624,F,N,Y,0,2,-7670,Commercial associate,-323,36298917,69288881,15125827,66709639,Lower secondary,Married,House / apartment,Cash loans,nan,School,-241,-4538,,1,1,0,1,0,1,0.09630496209136986,2,SATURDAY,Unaccompanied,nan,nan,nan,No,0
5625,M,N,Y,0,2,-12811,Working,-3068,30953653,129254617,131718152,136939132,Incomplete higher,Married,House / apartment,Cash loans,Core staff,Industry: type 9,-8681,-2908,,1,1,0,1,0,0,0.03225678619614286,2,FRIDAY,Unaccompanied,nan,block of flats,nan,No,1
